number,old_definition,word,definition,translation,example_sentences,part_of_speech,collocations,problematic_words
758,芬芳的香氣。多用於指花香。[例]公園裡的茉莉散發著迷人的芳香。,芳香,有美好香氣的氣味，通常來自花或香料。,"A fragrant aroma, often referring to the delightful scent of flowers.",在春天，公園裡的花朵紛紛盛開，空氣中彌漫著芳香的氣息。 / 這種芳香的香水讓人感到心情愉悅。 / 傍晚時分，露台上插滿了各種鮮花，讓整個空間充滿了芳香。 / 她喜歡在家裡點燃芳香的蠟燭，創造一個放鬆的氛圍。 / 在熱帶雨林裡，每一步都能感受到芳香的植物所散發的獨特氣息。 / 這個茶葉的芳香讓我回想起在外婆家度過的愉快時光。  / 在藝術展覽上，一幅畫作旁邊擺放著芳香的花束，引起了觀眾的注意。  / 他在書房裡泡了一杯芳香的咖啡，讓自己更加專注於閱讀。  / 這款芳香的護膚品不僅讓肌膚舒服，還讓人感到心情平靜。 / 每當走進這家糕點店，都能感受到空氣中彌漫著芳香的甜點氣息。  / 她喜歡在瑜伽課上使用芳香的精油，使整個練習更添放鬆的效果。,n,芳香的香氣 / 散發芳香 / 充滿芳香 / 享受芳香 / 芳香的植物 / 浸泡在芳香中 / 芳香的花朵 / 體驗芳香 / 感受芳香 / 芳香的精油,"護, 雨林, 瑜伽, 插滿, 香料, 走進, 糕點, 膚"
759,將眼光放向遠方眺望。[例]放眼今日詩壇能稱王者，捨我其誰？,放眼,將眼光放向遠方，眺望更廣闊的事物。,To gaze far and wide; to look towards the future with a broad perspective.,在競爭激烈的市場中，公司要放眼發展，尋找新機會。 / 如果我們想訓練出優秀的運動員，必須放眼未來，提高訓練的標準。 / 在選擇職業時，年輕人應該放眼全局，考慮未來的發展潛力。 / 當孩子們學習語言時，應該放眼世界，了解不同文化的魅力。 / 放眼科技發展，我們必須不斷創新，才能保持競爭力。 / 在全球化的今天，企業放眼世界，積極拓展國際市場。 / 若想成功，創業者應該放眼未來，制定長遠的發展戰略。 / 在學術研究中，學者們需要放眼全局，探索跨學科的合作機會。 / 隨著環保意識的提升，城市規劃者應該放眼可持續發展，創造綠色生活空間。 / 放眼人生，每個人都應該為自己的夢想努力，追求更高的目標。 / 在面對挑戰時，我們應該放眼未來，相信自己的能力能夠克服困難。,vp-i,放眼世界 / 放眼未來 / 放眼全局 / 放眼發展 / 放眼市場 / 放眼事業 / 放眼經濟 / 放眼人才 / 放眼科技 / 放眼人生,"遠方, 若"
760,防備抵禦。[例]防禦工事,防禦,對抗外來威脅或攻擊，做好準備以保護自己或某種對象。,To defend against or resist; to set up safeguards or fortifications.,國家加強了海洋防禦措施，以防止外來侵略。 / 在升級防禦系統後，軍隊的作戰能力得到了顯著提升。 / 現在正在積極修建防禦工事，以確保年輕學生有安全的學習環境。 / 這次訓練中，士兵們展示了很好的防禦能力。 / 當面對突發的自然災害時，防禦措施能夠減少損失。 / 在這次訓練中，士兵們成功地進行了防禦，抵擋住了敵軍的攻擊。 / 國防部正在研究新型的防禦技術，以提升國家的安全水平。  / 面對網路安全威脅，企業必須加強防禦措施，保護用戶數據。  / 在歷史上，許多文明都建造了防禦城牆來保護自己免受敵人的攻擊。 / 專家們指出，提升防禦意識對於個人安全十分重要。  / 當地居民參加防禦演練，以提高應對突發事件的能力。,va-t/N,防禦措施 / 防禦能力 / 防禦系統 / 強化防禦 / 防禦行動 / 有效的防禦 / 防禦漏洞 / 防禦意識 / 防禦策略 / 完善的防禦,"工事, 新型, 國防部, 抵擋住"
761,計畫所進行的趨向和目標。[例]施政方針、教育方針,方針,計畫所進行的趨向和目標。,A policy or guideline that indicates the direction and objectives of a plan or action.,新政府的經濟方針致力於提升就業率和吸引外資。 / 在這次會議中，主管針對公司的發展方針提出了具體的建議。 / 他的研究方針強調實用性，希望能改進現有的技術。 / 計畫的實施方針必須明確，才能確保每個成員都朝著相同的目標努力。 / 學校的教學方針這學期將重點放在提升學生的批判性思維能力。 / 市府的環保方針旨在減少塑膠使用，提倡綠色生活。 / 這項新政策的方針是提升公共交通的效率，減少市區的交通擁堵。 / 公司的行銷方針將重點放在數位廣告，以吸引年輕消費者的注意。 / 研究團隊的合作方針強調跨領域交流，以促進創新和突破。 / 在這次研討會上，專家們分享了各自的醫療改革方針，期望提高患者的就醫體驗。 / 教育部的最新方針將增加對STEM教育的投入，以培養未來的科技人才。,n,發展方針 / 教育方針 / 政策方針 / 發展方針 / 商業方針 / 環保方針 / 工作方針 / 服務方針 / 經營方針 / 投資方針,"現有, 市府, 研討, STEM, 趨向, 擁, 旨"
762,安放。[例]藥物最好放置在小孩拿不到的地方，以免誤食。,放置,把某物放在特定的位置或地方。,To place or put something in a specific location.,請將這些書籍放置在書架上，以保持整潔。 / 在辦公室裡，文件需要妥善放置，以免遺失。 / 在藥房，藥物必須正確放置，以確保病人拿取時的安全。 / 桌子上的工具如果不需要使用，應該放置回原處。 / 他將行李放置在樓梯旁邊，準備隨時出發。 / 教室裡的椅子應按照規定的方式放置，以便於課堂的進行。 / 在博物館中，藝術品需要小心放置，以防止損壞。 / 餐廳的菜單應放置在顧客容易看到的地方，以提高點餐效率。 / 照片框要妥善放置在牆面上，以展示其最佳的觀賞效果。 / 在實驗室裡，試劑應放置在標記清楚的架子上，以避免混淆。 / 請將這些裝飾品放置在適當的位置，以增添空間的美感。,va-t,放置藥物 / 放置文件 / 放置家具 / 放置物品 / 放置資料 / 放置行李 / 放置書籍 / 妥善放置 / 小心放置 / 正確放置,"物, 試劑, 原"
763,紡紗與織布。[例]這家博物館典藏的紡織工藝品，極具民族特色。,紡織,制造布料的過程，包括將纖維扭成線和用線編成布。,To engage in the processes of spinning and weaving.,今天我參觀了一個展覽，展出了各種傳統的紡織作品。 / 在這個村莊裡，紡織技術是代代相傳的重要傳統。 / 她學習紡織的過程中，體驗到了許多古老的技術和技巧。 / 這家紡織公司專注於開發環保材料，以減少對環境的影響。 / 紡織業的發展，對於當地經濟的提升有著重要的影響。 / 隨著科技的進步，現代紡織材料的性能越來越出色，應用範圍也逐漸擴大。  / 在這次工作坊中，參與者們學習了如何使用傳統的方法來紡織布料。  / 最近的紡織展覽吸引了許多設計師，他們希望尋找靈感來創作新作品。  / 她對紡織藝術的熱情，讓她去了解不同文化中使用的技術。 / 這個社區成立了紡織協會，以促進會員之間的合作與交流。  / 他們的紡織品不僅美觀，還融合了實用性，受到許多顧客喜愛。,n,紡織技術 / 紡織材料 / 紡織工藝 / 紡織業界 / 紡織設計 / 紡織生產 / 現代紡織 / 手工紡織 / 傳統的紡織工藝 / 環保紡織材料,"布料, 制, 紡織業, 工作坊, 展, 造"
764,縱容，不加約束。[例]不能太放縱孩子，應該好好管教。,放縱,縱容而不加約束。,"To indulge or pamper excessively, allowing uncontrollable behavior.",不能隨便放縱自己的情緒，否則可能會影響到周圍的人。 / 有些父母過度放縱孩子，導致他們難以適應社會的規則。 / 在聚會上，每個人都在放縱自己，享受自由的時光。 / 學生們在假期中放縱自己，忘記了學習的壓力和責任。 / 放縱慾望會讓人迷失方向，最終付出沉重的代價。 / 如果職場上領導過度放縱權力，可能會引發同事之間的矛盾和不和。 / 每當周末來臨時，她總是放縱自己去購物，享受奢華的生活。 / 在這個速食文化盛行的時代，人們常常放縱自己的舌尖，忽略了健康的重要性。 / 他們的旅行計劃充滿了放縱探索未知的精神，讓每個人都感受到自由的魅力。 / 別人勸她不要放縱自己的時間，應該好好規劃未來，但她仍選擇隨心所欲。 / 這部電影展示了年輕人在追求夢想過程中，如何放縱自己面對挑戰與困難。,va-t,放縱孩子 / 放縱自己 / 放縱慾望 / 放縱生活 / 放縱情感 / 放縱權力 / 放縱情緒 / 太放縱 / 不要放縱 / 讓人放縱,
765,急速奔跑。[例]他一看到新奇有趣的東西，馬上飛奔過去看個仔細。,飛奔,急速地奔跑。,To run quickly or at full speed.,她聽到運動比賽開始的哨聲，馬上飛奔到場邊。 / 在學校的運動會上，選手們一看到觀眾的加油聲，就更加用力地飛奔。 / 公園裡的小狗突然看到一隻蝴蝶，立刻飛奔過去追。 / 當他發現自己的手機掉在地上時，連忙飛奔回去撿起來。 / 聽到朋友們大聲呼喊，孩子們紛紛飛奔過去，想知道發生了什麼事。 / 突然聽到消防警報響起，員工們迅速飛奔出辦公室，避免危險。  / 當她看到自己喜愛的明星在商場現身時，興奮地飛奔過去要簽名。  / 在尋找失踪的貓咪時，志願者們四處飛奔，努力尋找牠的蹤影。  / 他們在野外探險時，突然發現了一條小溪，於是開心地飛奔過去玩水。  / 當校車抵達學校時，學生們急忙飛奔下樓，以免錯過上學的時間。  / 小男孩在沙灘上看到海浪沖上來，興奮地飛奔過去，想要感受水的涼爽。,va-i,馬上飛奔 / 快速飛奔 / 突然飛奔 / 大家飛奔 / 立刻飛奔 / 她飛奔過去 / 聽到消息飛奔 / 他們飛奔出門 / 驚慌飛奔 / 帶著興奮飛奔,"踪, 校車, 哨, 響起, 失, 貓咪"
766,廢止、取消。[例]中國百年來的不平等條約在八年抗戰末期始完全廢除。,廢除,指的是停止施行某種法規、制度或規定，取消其效力。,To abolish or cancel; to put an end to something that was previously established.,經過專家的研究，政府決定廢除不合理的稅收政策。 / 社會運動人士呼籲廢除對少數族群的不平等對待。 / 一些國家已經廢除死刑，以減少司法錯誤帶來的悲劇。 / 在校園內，學生們積極討論是否應該廢除某些過時的校規。 / 隨著科技的進步，廢除傳統的工作方式成為許多企業的選擇。 / 為了促進環保，政府計畫廢除一次性塑膠產品的使用。 / 許多國家在年會上討論是否要廢除貿易限制措施，以促進經濟合作。  / 歷史學家們認為，廢除不公正的歷史記錄能讓後人更好地理解過去。  / 在公投中，民眾表達了希望廢除某些舊有法規的強烈願望。  / 為了提高教育公平，許多地方開始考慮廢除不合理的入學考試制度。  / 諮詢委員會提議廢除一些不再適用的行政程序，以簡化政府運作。,vp-t,廢除法律 / 廢除政策 / 廢除制度 / 廢除條例 / 廢除規定 / 廢除協議 / 廢除措施 / 廢除限制 / 廢除權利 / 廢除傳統,"校規, 效"
767,裝有推進器方向控制儀等的炸彈。[例]洲際飛彈、響尾蛇飛彈、愛國者飛彈,飛彈,裝有推進器和方向控制儀的炸彈，可以自動飛向目標。,A missile; a bomb equipped with a propellant and guidance system.,在模擬戰鬥中，軍方測試了一枚新型飛彈的準確性。 / 專家指出，這種飛彈的威力將改變未來戰爭的計畫。 / 軍方官員在訓練結束後，仔細分析了飛彈的表現，證實了它的高效能。 / 在國際軍事展覽上，許多國家展示了各自最新研發的飛彈系統。 / 對於一些地區來說，飛彈的部署常常引發緊張局勢和國際關注。 / 儘管這個平台防護能力很強，但仍需要不斷更新，以應對各種新型飛彈的威脅。 / 新的飛彈技術讓敵方的監視系統更難發現它的飛行路線。 / 隨著科技的進步，未來飛彈可能會整合人工智慧提升自主攻擊能力。  / 各國軍隊正在研發超音速飛彈，想要在戰場上取得更大的優勢。 / 專家警告，飛彈的擴散有可能導致地區安全局勢的惡化。  / 在訓練中，士兵們必須學會使用和維護不同種類的飛彈，以確保能夠隨時作戰。,n,一枚飛彈 / 射程遠的飛彈 / 攻擊型飛彈 / 防禦型飛彈 / 高速飛彈 / 空對地飛彈 / 發射飛彈 / 導引飛彈 / 生產飛彈 / 反艦飛彈,"控制儀, 型, 敵方, 音速, 效, 射程, 軍方, 裝有, 器, 新型, 防禦型, 艦"
